Date,Open,High,Low,Close,Volume
2018-03-01,376.21923716831174,382.8395852746121,373.3255776383494,375.0793151855469,5837005
2018-03-05,374.3778095603591,374.5093435841292,366.1791127396811,369.5550537109375,3863655
2018-03-06,371.5280230429332,374.9916436373039,360.0410938269974,362.93475341796875,4204736
2018-03-07,360.08494673528367,365.03923723888755,343.07376507393815,353.55230712890625,12064643
2018-03-08,360.83024623732877,363.1100901114196,346.3619491678042,351.8861999511719,8664079
2018-03-09,355.04296998233264,358.19969781919946,348.59800996226227,352.631591796875,5093353
2018-03-12,355.13060868900516,372.22949721603413,354.253754791887,369.6427307128906,8387164
2018-03-13,370.9141715001569,376.87687870817507,368.415114242314,373.8078308105469,5712773
2018-03-14,373.4571055273211,373.4571055273211,367.0121461275035,370.5634460449219,4194515
2018-03-15,370.5634339290848,372.0541033480485,365.87221220102134,368.6781921386719,3636202
2018-03-16,364.1184967747635,374.202465517191,362.71550672103575,365.4338073730469,8030364
2018-03-19,366.52989516254723,369.6866229588476,347.85265584066326,350.4394226074219,6000592
2018-03-20,349.8694444391729,353.8153465683403,344.34519333500043,351.0970458984375,8280683
2018-03-21,353.37691489886055,368.41517487384954,352.6754495094203,366.7052917480469,9266412
2018-03-22,363.02242500214805,368.5028214307344,361.3563669103986,364.4254150390625,5382163
2018-03-23,361.8386527506733,367.3629038179877,355.3060137167034,361.88250732421875,5696201
2018-03-26,361.2687363040684,370.91424957456866,356.5336591350673,369.5989685058594,4884776
2018-03-27,370.0373382110438,370.38808571336807,357.9365939183354,362.3209228515625,6746611
2018-03-28,360.3918483612766,362.18941086277107,346.7127246300279,349.60638427734375,11413279
2018-04-02,350.30783778127096,352.2807886564507,342.41603428055186,346.4496154785156,5533293
2018-04-03,343.0737577219406,354.25379462559044,343.0737577219406,352.6754455566406,5059176
2018-04-04,354.2537724134436,354.95526744269364,344.5644057250385,346.40582275390625,4025117
2018-04-05,349.0802952741027,351.5354983707333,342.98605303457515,345.3974609375,9747139
2018-04-06,345.6604566333163,347.67726216894926,335.9272655279749,337.5494689941406,9425575
2018-04-09,335.751889876618,339.08397638895593,330.2714934143261,333.4720458984375,13296149
2018-04-10,334.12968991867024,339.0839800126558,328.3862253385465,338.0755920410156,13281396
2018-04-11,340.2239077758539,342.67914042337384,336.1465012464772,337.85638427734375,7693575
2018-04-12,336.7164862559322,338.0317672849649,332.50751570305016,333.3843994140625,4967973
2018-04-13,335.7957681609855,338.6455733349405,329.5261670866284,331.3675842285156,7738347
2018-04-16,330.57840785062825,333.4720675848282,328.38624318481953,330.2715148925781,4140008
2018-04-17,330.57840788860335,336.2341933208727,328.07935026445745,335.006591796875,6356203
2018-04-18,336.4533874021128,343.59984201956,335.2696108309234,336.9356689453125,6360948
2018-04-19,340.88156524096127,348.37876724453537,337.98790572277005,346.66888427734375,3848720
2018-04-20,345.09050791927217,353.9907000135407,343.2490909129858,352.5000305175781,7492919
2018-04-23,352.0616456628895,356.4459752205219,347.9842090791277,353.24542236328125,4195101
2018-04-24,352.41234709048575,358.28734555344494,347.7649500539951,356.2267150878906,6982218
2018-04-25,363.416992625156,374.77241710726577,361.26868271659777,368.1520690917969,22192116
2018-04-26,368.2835988689555,368.2835988689555,355.52521420717164,358.8134460449219,13874130
2018-04-27,356.2267197567127,361.0494757637701,351.623177232553,358.41888427734375,5013031
2018-04-30,356.8843726737121,362.3647990125839,354.42914001116486,359.1203918457031,3633132
2018-05-02,362.0578703273044,362.0578703273044,356.00751276733166,358.15582275390625,6754394
2018-05-03,356.2705818048113,357.7612514590162,349.869476176459,354.60455322265625,4124205
2018-05-04,360.26032847258654,366.83682253074795,345.48513670708456,347.8965148925781,15994662
2018-05-07,352.0616276690763,354.73607390703995,346.80041465382254,349.2118225097656,6553080
2018-05-08,352.0177677767351,353.33307843359876,347.9403611546037,351.75469970703125,3955811
2018-05-09,353.55232438086034,359.0765762017861,348.29111096212733,352.8946838378906,9019801
2018-05-10,354.9991039243252,362.75937438168654,354.16610453007024,361.35638427734375,9023511
2018-05-11,350.877870448288,353.11388981497885,334.52432884890106,338.996337890625,25555353
2018-05-14,338.47018698042876,345.4851074432812,331.71830487962984,335.9710998535156,9823967
2018-05-15,335.8395622462722,340.3554252257218,331.7621559155453,334.9188537597656,7078344
2018-05-16,335.79573409854027,335.79573409854027,327.9477847534046,329.1315612792969,6766242
2018-05-17,330.79761224553187,332.2882818019308,320.4506048089619,322.33587646484375,9999816
2018-05-18,322.73046786307543,322.73046786307543,311.33121718210776,316.85546875,12433574
2018-05-21,316.8554379382905,323.78267901329554,311.46272093569854,315.6716613769531,5482372
2018-05-22,312.9972344272375,325.40490240892336,308.3060121603635,317.29388427734375,7236788
2018-05-23,317.2500518624941,320.7574974124962,310.6297034782365,312.86572265625,6604278
2018-05-24,314.79481392681055,327.8601218688324,312.9533968786612,326.10638427734375,4997302
2018-05-25,326.4571393075158,333.2089920755406,321.8097420060466,330.5345458984375,4145304
2018-05-28,331.10448666815205,333.9104667074965,325.14180877619873,328.9561767578125,6609989
2018-05-29,329.65770377028673,334.6996736627531,325.5364424561544,332.46368408203125,3858054
2018-05-30,332.2444235116828,332.2444235116828,327.07089062193785,329.526123046875,3737750
2018-05-31,329.789241133753,336.01498774446094,325.5364457381744,327.5970764160156,11979616
2018-06-01,328.43009080932853,338.3824962096193,326.6763531754704,336.4533996582031,4548210
2018-06-04,336.71645031576094,339.1278283032611,324.5280263510651,326.4571228027344,3958335
2018-06-05,325.6679767779647,326.4132967416347,313.5233766337468,319.4422302246094,5535807
2018-06-06,317.5130612517137,334.87501757549495,317.5130612517137,332.98974609375,5566018
2018-06-07,332.9459476442759,338.6894123039067,328.824656861485,333.1651611328125,4036551
2018-06-08,332.7705519343879,336.2341724859719,326.41327182757846,331.0606689453125,4298662
2018-06-11,331.23601817492056,343.5560056341909,331.23601817492056,340.9253845214844,6040503
2018-06-12,341.93383394438143,344.958998029495,332.8144277294989,333.7789611816406,6132581
2018-06-13,327.94780781839563,335.7519031404616,327.3339922263082,329.3946228027344,7432828
2018-06-14,327.5093924441241,336.71647819352575,327.5093924441241,330.1399841308594,5218952
2018-06-15,332.0690719238398,333.4282074618666,324.61572406074436,331.67449951171875,6339567
2018-06-18,331.4114133254569,333.99815022551076,322.73043474182936,325.2294921875,3120256
2018-06-19,325.31719480569,329.61381459244177,323.7388162001952,325.4925537109375,3962117
2018-06-20,326.63249070896296,330.1399658919402,324.83492823497136,326.10638427734375,2785850
2018-06-21,328.7808104510195,328.8246353308643,319.0037351058601,323.3003845214844,4261882
2018-06-22,325.2733263265665,330.13993657643556,321.19589049987724,328.4300537109375,3404583
2018-06-25,326.1940436791488,331.41140155868663,326.01868477660867,328.0793151855469,3337617
2018-06-26,327.9478272957518,335.620389040081,327.2463322036048,333.3843994140625,4792013
2018-06-27,334.30508815612285,334.5681265313128,327.15863330951487,329.3946228027344,3786049
2018-06-28,327.68474913729943,334.4366317686863,323.1688857548329,331.41143798828125,6498784
2018-06-29,329.0877099091088,336.10263029717504,329.0877099091088,334.9188537597656,3820380
2018-07-02,334.17357403993486,334.43664212245943,320.53830400949494,322.73046875,4872211
2018-07-03,328.473903358658,328.473903358658,321.0205558092044,325.0979919433594,3092637
2018-07-04,325.18568566947056,326.1063942216213,318.0392307464286,322.1604919433594,4355428
2018-07-05,320.05600524601454,321.59052938951373,315.36478304825545,318.65301513671875,7104382
2018-07-06,317.4254093126002,320.4067484084109,315.5839922421492,317.6446228027344,8008826
2018-07-09,320.93291869024677,321.28366625011734,317.07469553167005,317.51312255859375,5248262
2018-07-10,317.8638332622434,324.2649680647577,317.8638332622434,322.51123046875,1879352
2018-07-11,323.47580248921275,323.47580248921275,316.46085191174706,317.4254150390625,2085140
2018-07-12,320.0560341187011,320.0560341187011,315.9786271488444,317.5569763183594,2299214
2018-07-13,319.1791295647494,319.9244494523355,313.34795603104965,314.7509460449219,5311215
2018-07-16,312.16425709905377,315.4524894685588,302.34335518625693,304.6231994628906,3618410
2018-07-17,304.2724397069636,307.5168470590203,298.1343725460904,300.3703918457031,5420158
2018-07-18,301.7295359048927,302.606419633418,290.242605501971,295.32843017578125,5322210
2018-07-19,297.257493739701,304.7108412973014,296.02989228658276,302.5186767578125,5027938
2018-07-20,300.76495995340747,304.8862208516721,298.44126145368057,302.8694152832031,4212334
2018-07-23,302.9571243355723,315.67165453006885,302.51866768749704,314.7509460449219,4145242
2018-07-24,316.89930433832836,321.3274584278086,311.5065574428232,312.86572265625,4350541
2018-07-25,311.3750630700293,311.98884898822797,301.2034142352361,308.9198303222656,5175174
2018-07-26,309.57750176986514,315.6717148264806,308.9636860986378,313.611083984375,3816677
2018-07-27,315.5839682814397,327.86010094681814,308.34983458129864,319.7929382324219,9016962
2018-07-30,314.79480291485754,341.0130973384102,311.5503959070111,336.0588073730469,7476176
2018-07-31,334.9627272636088,344.2136672238886,332.0690676150935,342.5037841796875,8096298
2018-08-01,341.9776636299461,349.86946842941495,335.53270356648625,337.1549072265625,9444961
2018-08-02,338.3905446751914,339.5820685699915,325.8575626459611,329.2114562988281,6186750
2018-08-03,330.800159597954,332.6536279003571,326.91668654788526,330.5353698730469,3647704
2018-08-06,330.84424694990054,342.18573395783704,330.7118819831604,340.46466064453125,4039536
2018-08-07,340.464685572442,341.3914197233036,334.7277442220746,337.066650390625,2430919
2018-08-08,335.47797587843417,342.3623002183806,329.56452737039564,340.0675354003906,3321970
2018-08-09,340.95010832848897,340.95010832848897,321.7093384686071,323.9599914550781,12249927
2018-08-10,324.97497393889466,330.8001687318536,322.23891299255223,326.38714599609375,4489796
2018-08-13,325.59277377485836,331.63861610490085,320.3853823688006,326.6960144042969,4235777
2018-08-14,326.69603494367306,328.9466878095859,321.26802495644,323.91583251953125,3215464
2018-08-16,323.51865023736815,330.09407243848176,322.32715625138525,328.328857421875,3012465
2018-08-17,328.3730075658578,330.9766736330088,323.16564554558164,327.79931640625,3362891
2018-08-20,328.6818923802742,329.9616695002432,324.18061661258156,327.049072265625,2837782
2018-08-21,321.2680258456602,326.9166839882878,320.47368656313154,325.01910400390625,3451323
2018-08-23,328.593630225304,332.5212147562743,324.8866938243009,326.4753723144531,4746745
2018-08-24,326.5636665896501,327.2697526485835,322.1506436643038,325.6369323730469,2318341
2018-08-27,326.5636482122675,338.74358721447965,324.26888359285954,334.6394958496094,6589318
2018-08-28,337.46379915937564,340.4205380051799,331.32970321560185,332.56536865234375,4072000
2018-08-29,333.6244887280188,337.5521035372451,328.9908177639609,330.888427734375,4481303
2018-08-30,333.0066846231363,339.802725383253,331.5503709621276,338.12579345703125,7796683
2018-08-31,335.2572897251009,340.68532958809476,331.8592844704138,338.7877197265625,8709625
2018-09-03,341.567935419523,341.7885835674426,335.78688221769215,338.74359130859375,4176986
2018-09-04,337.419668329399,338.4346556844731,331.59447413215133,333.9333801269531,3202349
2018-09-05,330.97665173472944,333.4920942397884,323.25387743989916,328.37298583984375,6639329
2018-09-06,330.0499115544912,330.71188582573984,324.8866915545818,328.5936279296875,2611929
2018-09-07,330.0058010230451,345.3630961086012,325.50449550658226,343.8626708984375,5463110
2018-09-10,343.59789692762075,350.8352329710156,337.33140663555116,342.80352783203125,5613805
2018-09-11,342.89184831886934,346.3339952306156,333.1390688496145,334.2423095703125,5815679
2018-09-12,336.1839869325652,337.2872573940598,328.15231186202885,332.47705078125,4065958
2018-09-14,333.6244755463583,342.6270572679566,329.21145290866616,338.56707763671875,3596796
2018-09-17,335.5220739498175,345.0983464931601,332.8301248535521,337.19903564453125,3424364
2018-09-18,335.5661949860347,339.6261742296385,328.81426681098236,329.8292541503906,2955053
2018-09-19,330.53534198387064,335.742703447153,318.0023612087254,326.6077575683594,2182182
2018-09-21,322.062341552828,335.25726674255304,315.3104133166239,327.0049133300781,6106651
2018-09-24,326.9166473209734,329.1231583631677,309.35284213844403,314.3836669921875,7884016
2018-09-25,317.0315421592057,320.9591571619213,303.61596649493055,318.1789245605469,6854558
2018-09-26,320.38540453949554,322.1506195547214,315.2221842416799,318.8849792480469,4398347
2018-09-27,319.0615017327734,320.78257509007716,313.01565924887973,314.91326904296875,4483893
2018-09-28,314.91327825638285,316.85499980199813,295.8048745582582,298.80572509765625,12408231
2018-10-01,299.20289901546795,300.08549153584926,283.93382725667936,288.3909912109375,10867591
2018-10-03,287.72904372175805,288.876425940285,279.21190047072764,281.06536865234375,7389608
2018-10-04,278.3293358309934,280.18280419821076,266.6789461593561,273.7397766113281,8969681
2018-10-05,272.2834450157118,278.81472473803234,257.6322072170891,263.545654296875,7954131
2018-10-08,263.72221723569777,263.72221723569777,256.8378938662476,260.5448303222656,10015308
2018-10-09,261.4715631015704,262.04525422226504,253.3074626694086,255.0726776123047,9499251
2018-10-10,255.07267542809103,268.1352360076938,250.83618948739004,260.4565734863281,11334821
2018-10-11,255.0285380668727,260.191788080305,249.11510531844095,251.85118103027344,5194191
2018-10-12,254.19006316670792,258.2500422423176,251.23332465655056,255.9993896484375,9995231
2018-10-15,255.99941334578386,258.60310913882137,250.70379836946938,256.9261474609375,2892892
2018-10-16,258.0735760740341,261.1627102701755,255.24926152604888,259.4857482910156,3341220
2018-10-17,261.69222365332905,263.3250438172534,251.2333582420215,254.6313934326172,4302545
2018-10-19,253.3074606553888,258.7796119918721,251.18920274075558,253.57225036621094,4139025
2018-10-22,255.46987928307107,255.9552872746355,244.34905428436028,252.20423889160156,7247010
2018-10-23,249.82119651505434,256.48485696651596,249.77705493296887,252.3366241455078,7364748
2018-10-24,255.95528860748527,290.1562297284778,252.99857951503867,278.7706298828125,13531404
2018-10-25,270.9595511297776,273.9604015764621,257.8528788013624,260.8537292480469,16981629
2018-10-26,262.22175731520537,270.07695623600006,253.30745932861336,262.97198486328125,8719999
2018-10-29,263.98699738587266,267.9145822774802,255.95529115089096,259.573974609375,6271130
2018-10-30,259.88291181015103,262.3100714035588,255.38160576290903,258.2500915527344,5334354
2018-10-31,258.5148269092141,260.3682951462077,246.15838195791443,258.0294189453125,8163543
2018-11-01,258.6031068131098,263.0161292156747,253.61639329136975,259.0444030761719,5268238
2018-11-02,259.39747277835704,271.6656655620007,259.04442975435416,266.5906982421875,4910534
2018-11-05,267.7031137402757,271.79697706523973,265.21121789752914,269.83905029296875,4841471
2018-11-06,270.55103565302954,274.0664200131399,269.57205717564324,271.4855041503906,2943744
2018-11-07,275.0008828041602,275.0008828041602,270.50652005992265,272.553466796875,307017
