Date,Open,High,Low,Close,Volume
2018-03-01,1073.4523314294554,1077.477730873508,1061.9510564498541,1072.3980712890625,736217
2018-03-05,1064.1076655899121,1068.516464763542,1054.2836587695595,1059.986328125,529677
2018-03-06,1066.3598519683114,1066.3598519683114,1054.2835366748936,1055.8170166015625,702294
2018-03-07,1059.746671552097,1063.8200400543956,1049.7310240334918,1061.2322998046875,669686
2018-03-08,1068.46849373335,1083.036728593499,1061.5676585387903,1080.7364501953125,751329
2018-03-09,1085.9118874172436,1092.6209635089654,1077.6693316182432,1082.1739501953125,1158526
2018-03-12,1084.0909660098778,1086.8704641412119,1073.4523102629253,1084.474365234375,527293
2018-03-13,1078.4361602627507,1095.4964314533956,1078.4361602627507,1092.90869140625,711550
2018-03-14,1092.5730773068722,1096.8860551203513,1084.090911006432,1089.7457275390625,1360578
2018-03-15,1085.097444059489,1115.3841127882108,1085.097444059489,1112.5567626953125,1146702
2018-03-16,1111.6940656396998,1111.6940656396998,1071.9188240214808,1076.0880126953125,1946844
2018-03-19,1074.5544907264552,1077.2860199577285,1052.2707718972583,1056.7275390625,855444
2018-03-20,1056.2002063446114,1070.5767971750734,1046.7596017653404,1060.51318359375,720303
2018-03-21,1060.5133850913057,1069.6185610139153,1054.2835278810994,1057.68603515625,612237
2018-03-22,1056.6797020364054,1063.86799932917,1054.2836029388172,1061.0885009765625,478426
2018-03-23,1049.347685471489,1073.4524674022957,1047.6225642042416,1066.407958984375,828523
2018-03-26,1065.7848613376123,1072.4939387021475,1055.2420254790568,1071.104248046875,479675
2018-03-27,1072.4938473258767,1090.704198620954,1070.0019279164794,1084.0909423828125,672158
2018-03-28,1083.8512166318603,1083.8512166318603,1068.6599749169702,1073.8355712890625,699839
2018-04-02,1073.8359051187274,1105.9914881083687,1065.3057680569652,1102.3494873046875,428944
2018-04-03,1097.4612112792563,1108.6269380093165,1091.6146366517096,1104.2181396484375,561118
2018-04-04,1108.818888280895,1109.5855698260466,1079.2030787938077,1088.7874755859375,607619
2018-04-05,1103.9305245050252,1108.7227214042537,1090.2727633422246,1095.400390625,549137
2018-04-06,1095.4005456276216,1104.8891202301556,1087.8288500560232,1095.9755859375,395626
2018-04-09,1097.413420194203,1122.8120714039378,1092.573253070517,1109.345947265625,837112
2018-04-10,1110.8312933933976,1119.1696695907342,1104.9848363012534,1108.6748046875,546269
2018-04-11,1108.914606858813,1110.4480868051082,1093.771214521224,1107.8123779296875,419140
2018-04-12,1101.7261075534625,1121.2782950190567,1097.3173096438184,1116.7735595703125,360744
2018-04-13,1121.3744359420725,1127.9397244112158,1109.7293703232676,1113.8985595703125,639579
2018-04-16,1111.789883111344,1139.1054104119244,1106.9976853393123,1129.8564453125,550645
2018-04-17,1130.9586360178837,1138.051111880449,1120.4158012753442,1127.1248779296875,432543
2018-04-18,1130.0003563290898,1135.750994274785,1119.4575200953154,1123.578857421875,465763
2018-04-19,1123.291107832618,1137.6677005096567,1114.2817530222717,1116.58203125,620949
2018-04-20,1116.582076980056,1117.4925477547529,1094.7775771935358,1111.1668701171875,727517
2018-04-23,1112.652612984437,1132.3006258076716,1097.7967984107715,1129.7127685546875,554353
2018-04-24,1128.5628145193673,1133.3070445204414,1113.6111777009392,1121.4703369140625,484112
2018-04-25,1118.4988016003012,1120.224039352726,1108.0039367645481,1114.7130126953125,280574
2018-04-26,1115.6234285440266,1128.1311091422222,1101.7740264231838,1107.6683349609375,1638937
2018-04-27,1116.8217237225206,1149.26488019697,1115.8632841398367,1132.4921875,803227
2018-04-30,1140.2554397322187,1156.836490075603,1133.2589014983193,1151.7567138671875,505974
2018-05-02,1150.3669732505937,1179.4555877500932,1147.6354441619596,1171.5006103515625,2011978
2018-05-03,1169.5839499352214,1178.8807677274317,1151.0860179192239,1156.5970458984375,641515
2018-05-04,1161.6287852360183,1161.6287852360183,1129.1376596753098,1140.974365234375,743905
2018-05-07,1142.460172482514,1170.0632838513768,1130.9588955783277,1164.743896484375,728801
2018-05-08,1168.3379887667872,1173.1301872440915,1154.9198330303352,1159.6162109375,627060
2018-05-09,1147.8270991242205,1178.0179427777725,1147.8270991242205,1171.740234375,729538
2018-05-10,1180.7974057776944,1186.548042494144,1157.3156391855243,1167.0916748046875,1904962
2018-05-11,1185.5897087069836,1238.2080627515063,1178.7368426097191,1232.9844970703125,4723019
2018-05-14,1231.5945717734592,1250.7633588827737,1215.8761429444228,1243.4312744140625,1553283
2018-05-15,1237.3454545674017,1268.4467710534232,1235.2369343638466,1260.0125732421875,1368261
2018-05-16,1250.907417691046,1276.6414965302595,1246.7860807758127,1268.6864013671875,736281
2018-05-17,1258.5748608238707,1274.7245431021158,1249.3738649647912,1255.028564453125,751423
2018-05-18,1250.763616132595,1261.689850431547,1234.0867445180904,1253.974365234375,939743
2018-05-21,1250.7638500623527,1260.0606686624685,1237.2019044572883,1247.6009521484375,692442
2018-05-22,1244.0546675045948,1247.888426110156,1225.8443141281793,1233.3680419921875,708573
2018-05-23,1227.7612161052236,1238.4478418149913,1216.8349804781833,1225.4609375,509522
2018-05-24,1224.0230289510798,1248.7508141812052,1210.509055765921,1239.8372802734375,774173
2018-05-25,1245.9712451134328,1255.555639306613,1226.8024567270722,1238.63916015625,773652
2018-05-28,1240.7000310751303,1276.545694615291,1237.8726811248673,1266.913330078125,657272
2018-05-29,1270.8908354174682,1274.7245935936899,1235.428572287418,1245.4921875,769331
2018-05-30,1236.3870573860206,1246.8819239813038,1230.013410783813,1240.0770263671875,478025
2018-05-31,1246.1632179768508,1257.185274233519,1233.5118610723569,1250.4283447265625,1400776
2018-06-01,1252.6803642255877,1255.5556825826473,1237.153691896268,1239.3101806640625,368820
2018-06-04,1241.1790878801742,1243.5751865054256,1212.4259043771588,1231.0675048828125,939794
2018-06-05,1223.2083449667225,1239.5497843466658,1217.7452869143501,1220.66845703125,524237
2018-06-06,1218.0807189488223,1218.0807189488223,1193.3050825953294,1210.3173828125,1211557
2018-06-07,1217.3622488712479,1243.0963322733353,1203.8003032654658,1237.154052734375,701247
2018-06-08,1222.0107138571975,1234.9976196150462,1219.1353945304747,1225.70068359375,442333
2018-06-11,1225.8442391242518,1242.0418916410913,1222.2021218730026,1229.965576171875,373098
2018-06-12,1225.4127461027413,1238.3037092805862,1222.2018805035257,1234.182373046875,401090
2018-06-13,1236.3870044463997,1239.0227131768088,1228.6715193640332,1232.9366455078125,566241
2018-06-14,1233.033080923426,1241.8924624589195,1222.9701062033569,1238.473876953125,507824
2018-06-15,1237.318102750381,1239.003297425975,1221.140186844738,1234.718017578125,1048699
2018-06-18,1241.6516477339485,1241.8923898667667,1223.9330032485432,1234.5738525390625,512049
2018-06-19,1225.858667444562,1239.9661767974708,1218.154920909168,1222.1993408203125,572488
2018-06-20,1227.7848603244133,1227.7848603244133,1213.3403325558909,1224.221923828125,484907
2018-06-21,1224.8960120710296,1232.5034872283009,1199.8588294343576,1206.599609375,1179247
2018-06-22,1214.7846477678668,1226.3884641144853,1194.2733736393593,1220.7550048828125,646452
2018-06-25,1221.0437053514995,1224.991851551266,1203.0362466221634,1207.032470703125,936253
2018-06-26,1208.5254986269724,1232.4552429583375,1206.5995615773677,1227.399658203125,1262632
2018-06-27,1231.7812081993713,1237.4145505420602,1216.2292430619625,1220.2255859375,857951
2018-06-28,1220.2254886624303,1226.2921193363663,1203.7105563197515,1221.42919921875,729637
2018-06-29,1221.2848156477069,1224.029252397616,1205.7810461106249,1217.62548828125,622680
2018-07-02,1219.5997619957054,1249.885078193096,1214.3034345650094,1245.1666259765625,1437438
2018-07-03,1250.5106563787376,1260.140339729182,1240.3994888607708,1244.0106201171875,1399979
2018-07-04,1248.0069778257555,1251.8106557768133,1235.2476472268424,1242.03662109375,619316
2018-07-05,1246.8516150839348,1280.7480580206263,1230.9626354167617,1272.466552734375,1733903
2018-07-06,1275.9332015283353,1285.9480969597373,1260.57390170724,1274.1517333984375,1662920
2018-07-09,1280.7483194174727,1317.2448551875416,1276.174218276696,1312.62255859375,1391869
2018-07-10,1312.3334585951443,1324.5631109639623,1304.8222576198973,1319.7000732421875,796987
2018-07-11,1309.6371267532907,1333.4705965232495,1307.0852367831003,1309.444580078125,784238
2018-07-12,1319.2667627778956,1327.9334787377504,1296.1555202182828,1307.6148681640625,953054
2018-07-13,1309.15575146778,1323.5040064576147,1308.3853296032746,1317.1484375,655594
2018-07-16,1319.2669541296498,1343.244895273076,1301.0668244641633,1309.2039794921875,1234066
2018-07-17,1314.8370945497927,1332.2667993141888,1302.9925360505847,1325.2852783203125,1166581
2018-07-18,1334.6742599717336,1348.107622711246,1326.5372236606806,1341.4150390625,1085504
2018-07-19,1343.340930462903,1356.3410039835119,1342.3297666135807,1351.044677734375,848175
